//,패키지    : 50000 ~ ( 500 ),,,,,,,,,,,,,,,,,,루비(5000),슈퍼백신(802),부활석(1200),,,,,,,,,,,,,,,,,,,,,,,,,,
//,              필수(50000 ~ 59999(관리자가 입력:테이블사용불가),,,,,,,,,,,,,,,,,코인(0),코인(5100),알바의귀재(1002),합성 1시간단축(1600),,,,,,,,,,,,,,,,,,,,,,,,,,
//,동물뽑기 : 60000 ~  ( 600 ),,,,,,,,,,,,,,,,,루비(1),하트(2000),특수촉진제(1103),긴급요청 티켓(2100),,,,,,,,,,,,,,,,,,,,,,,,,,
//,야바위    : 70000 ~  ( 700 ),,,,,,,,,,,,,,,,,하트(2),건초(900),,일반 교배 티켓(2200),,,,,,,,,,,,,,,,,,,,,,,,,,
//label(version),보물      : 120000 ~ ( 1200 ) ,,,,,,,,,,,,,,,,,건초(3),우정포인트(1900),,프리미엄 교배 티켓(2300),,,,,,,,,,,,,,,,,,,,,,,,,,
//,보물뽑기 : 130000 ~ ( 1300 ) ,,,,,,,,,,,"동물, 보물에서는 뽑기 오픈조건임",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//,,,,,,,,,,,,,묶음가격,묶음가격,,단일가격,,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
//,아이템 코드,카테고리,서브 카테고리,장착 슬롯,아이템 이름,사용 여부,상단게시,등급,세일여부,아이콘,판매요구 레벨,요구 주택 레벨,코인가격,캐시가격,1회구매수량,판매,아이템 설명,액세서리 슬롯(사용안함),등급을 색으로변경,생산 속도(단계),신선도(다른것이 사용됨 이제는 사용안함),질병 저항,먹이 소모량,아이템 생산 확률(%),피버 생산 확률(%),몸체,회북요구량,먹이통 최대,부활타임(1h),부활석 소모,특수능력,상인거래단가상승,코인,하트,세포 촉진제,신선도,,턴타임,,시간,,방어,,HP,,레벨당 유전자필요수량,
label(animal),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,accessorykind,stargrade,milkspeed,milkfresh,res_disease,consume,coin_creation,fever_creation,bodycode,healpoint,consumeinit,revivaltime,reviveconsume,special_ability,animal_danga,upgamecost,upheart,upboost,freshbase,freshconst,attbase,attconst,timebase,timeconst,defbase,defconst,hpbase,hpconst,upstep,upstepmax
,90311,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드206,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시보물강화횟수(25),2,없음(0),0,67,90312,임시배틀참여횟수(26),없음(0),90310,,,,,,,,,,,,,,,,,,,
,90312,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드207,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시배틀참여횟수(26),3,없음(0),0,69,90313,임시동물강화(27),없음(0),90311,,,,,,,,,,,,,,,,,,,
,90313,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드208,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시동물강화(27),5,없음(0),0,71,90314,임시동물분해(28),없음(0),90312,,,,,,,,,,,,,,,,,,,
,90314,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드209,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시동물분해(28),3,없음(0),0,73,90315,임시보물분해(29),없음(0),90313,,,,,,,,,,,,,,,,,,,
,90315,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드210,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),700,임시보물분해(29),4,없음(0),0,74,90316,임시동물합성(20),없음(0),90314,,,,,,,,,,,,,,,,,,,
,90316,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드211,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),700,임시동물합성(20),1,없음(0),0,76,90317,누적늑대잡이(1),없음(0),90315,,,,,,,,,,,,,,,,,,,
,90317,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드212,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적늑대잡이(1),15,없음(0),0,51,90318,누적판매금액(11),없음(0),90316,,,,,,,,,,,,,,,,,,,
,90318,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드213,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적판매금액(11),5000,없음(0),0,52,90319,누적배럴(18),없음(0),90317,,,,,,,,,,,,,,,,,,,
,90319,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드214,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),711,누적배럴(18),70,없음(0),0,55,90320,연속성공횟수(14),없음(0),90318,,,,,,,,,,,,,,,,,,,
,90320,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드215,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,연속성공횟수(14),4,없음(0),0,54,90321,누적배럴(18),없음(0),90319,,,,,,,,,,,,,,,,,,,
,90321,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드216,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),30,누적배럴(18),90,없음(0),0,55,90322,누적건초획득(13),없음(0),90320,,,,,,,,,,,,,,,,,,,
,90322,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드217,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,누적건초획득(13),320,없음(0),0,53,90323,누적일반교배(21),없음(0),90321,,,,,,,,,,,,,,,,,,,
,90323,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드218,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적일반교배(21),4,없음(0),0,56,90324,누적판매금액(11),없음(0),90322,,,,,,,,,,,,,,,,,,,
,90324,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드219,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1201,누적판매금액(11),5000,없음(0),0,52,90325,연속성공횟수(14),없음(0),90323,,,,,,,,,,,,,,,,,,,
,90325,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드220,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2101,연속성공횟수(14),5,없음(0),0,54,90326,누적늑대잡이(1),없음(0),90324,,,,,,,,,,,,,,,,,,,
,90326,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드221,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적늑대잡이(1),15,없음(0),0,51,90327,누적판매금액(11),없음(0),90325,,,,,,,,,,,,,,,,,,,
,90327,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드222,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1025,누적판매금액(11),7000,없음(0),0,52,90328,누적건초획득(13),없음(0),90326,,,,,,,,,,,,,,,,,,,
,90328,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드223,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적건초획득(13),320,없음(0),0,53,90329,누적일반교배(21),없음(0),90327,,,,,,,,,,,,,,,,,,,
,90329,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드224,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적일반교배(21),4,없음(0),0,56,90330,누적건초획득(13),없음(0),90328,,,,,,,,,,,,,,,,,,,
,90330,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드225,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적건초획득(13),640,없음(0),0,53,90331,누적배럴(18),없음(0),90329,,,,,,,,,,,,,,,,,,,
,90331,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드226,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),30,누적배럴(18),70,없음(0),0,55,90332,연속성공횟수(14),없음(0),90330,,,,,,,,,,,,,,,,,,,
,90332,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드227,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,연속성공횟수(14),5,없음(0),0,54,90333,누적판매금액(11),없음(0),90331,,,,,,,,,,,,,,,,,,,
,90333,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드228,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적판매금액(11),7000,없음(0),0,52,90334,누적늑대잡이(1),없음(0),90332,,,,,,,,,,,,,,,,,,,
,90334,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드229,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적늑대잡이(1),15,없음(0),0,51,90335,누적배럴(18),없음(0),90333,,,,,,,,,,,,,,,,,,,
,90335,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드230,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적배럴(18),90,없음(0),0,55,90336,누적건초획득(13),없음(0),90334,,,,,,,,,,,,,,,,,,,
,90336,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드231,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,누적건초획득(13),320,없음(0),0,53,90337,연속성공횟수(14),없음(0),90335,,,,,,,,,,,,,,,,,,,
,90337,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드232,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,연속성공횟수(14),4,없음(0),0,54,90338,누적배럴(18),없음(0),90336,,,,,,,,,,,,,,,,,,,
,90338,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드233,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적배럴(18),90,없음(0),0,55,90339,연속성공횟수(14),없음(0),90337,,,,,,,,,,,,,,,,,,,
,90339,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드234,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1201,연속성공횟수(14),4,없음(0),0,54,90340,누적일반교배(21),없음(0),90338,,,,,,,,,,,,,,,,,,,
,90340,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드235,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2101,누적일반교배(21),4,없음(0),0,56,90341,필드동물배치(70),없음(0),90339,,,,,,,,,,,,,,,,,,,
,90341,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드236,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2201,필드동물배치(70),113,없음(0),0,49,90342,임시일반보물뽑기(23),없음(0),90340,,,,,,,,,,,,,,,,,,,
,90342,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드237,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시일반보물뽑기(23),2,없음(0),0,64,90343,임시보물강화횟수(25),없음(0),90341,,,,,,,,,,,,,,,,,,,
,90343,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드238,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시보물강화횟수(25),2,없음(0),0,67,90344,임시배틀참여횟수(26),없음(0),90342,,,,,,,,,,,,,,,,,,,
,90344,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드239,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),1000,임시배틀참여횟수(26),10,없음(0),0,69,90345,임시동물강화(27),없음(0),90343,,,,,,,,,,,,,,,,,,,
,90345,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드240,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시동물강화(27),5,없음(0),0,71,90346,임시동물분해(28),없음(0),90344,,,,,,,,,,,,,,,,,,,
,90346,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드241,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),700,임시동물분해(28),4,없음(0),0,73,90347,임시보물분해(29),없음(0),90345,,,,,,,,,,,,,,,,,,,
,90347,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드242,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),800,임시보물분해(29),3,없음(0),0,74,90348,임시동물합성(20),없음(0),90346,,,,,,,,,,,,,,,,,,,
,90348,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드243,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),700,임시동물합성(20),1,없음(0),0,76,90349,누적판매금액(11),없음(0),90347,,,,,,,,,,,,,,,,,,,
,90349,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드244,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적판매금액(11),7000,없음(0),0,52,90350,누적건초획득(13),없음(0),90348,,,,,,,,,,,,,,,,,,,
,90350,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드245,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적건초획득(13),640,없음(0),0,53,90351,연속성공횟수(14),없음(0),90349,,,,,,,,,,,,,,,,,,,
,90351,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드246,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1025,연속성공횟수(14),5,없음(0),0,54,90352,누적배럴(18),없음(0),90350,,,,,,,,,,,,,,,,,,,
,90352,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드247,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),40,누적배럴(18),120,없음(0),0,55,90353,누적일반교배(21),없음(0),90351,,,,,,,,,,,,,,,,,,,
,90353,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드248,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적일반교배(21),4,없음(0),0,56,90354,누적판매금액(11),없음(0),90352,,,,,,,,,,,,,,,,,,,
,90354,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드249,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적판매금액(11),9000,없음(0),0,52,90355,누적배럴(18),없음(0),90353,,,,,,,,,,,,,,,,,,,
,90355,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드250,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적배럴(18),120,없음(0),0,55,90356,연속성공횟수(14),없음(0),90354,,,,,,,,,,,,,,,,,,,
,90356,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드251,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,연속성공횟수(14),6,없음(0),0,54,90357,누적늑대잡이(1),없음(0),90355,,,,,,,,,,,,,,,,,,,
,90357,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드252,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2101,누적늑대잡이(1),15,없음(0),0,51,90358,누적배럴(18),없음(0),90356,,,,,,,,,,,,,,,,,,,
,90358,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드253,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1201,누적배럴(18),150,없음(0),0,55,90359,누적일반교배(21),없음(0),90357,,,,,,,,,,,,,,,,,,,
,90359,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드254,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적일반교배(21),5,없음(0),0,56,90360,누적판매금액(11),없음(0),90358,,,,,,,,,,,,,,,,,,,
,90360,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드255,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적판매금액(11),7000,없음(0),0,52,90361,누적일반교배(21),없음(0),90359,,,,,,,,,,,,,,,,,,,
,90361,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드256,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적일반교배(21),4,없음(0),0,56,90362,누적늑대잡이(1),없음(0),90360,,,,,,,,,,,,,,,,,,,
,90362,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드257,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),40,누적늑대잡이(1),15,없음(0),0,51,90363,누적건초획득(13),없음(0),90361,,,,,,,,,,,,,,,,,,,
,90363,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드258,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1025,누적건초획득(13),640,없음(0),0,53,90364,필드동물배치(70),없음(0),90362,,,,,,,,,,,,,,,,,,,
,90364,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드259,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2201,필드동물배치(70),15,없음(0),0,50,90365,임시일반보물뽑기(23),없음(0),90363,,,,,,,,,,,,,,,,,,,
,90365,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드260,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시일반보물뽑기(23),2,없음(0),0,64,90366,임시보물강화횟수(25),없음(0),90364,,,,,,,,,,,,,,,,,,,
,90366,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드261,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),2000,임시보물강화횟수(25),5,없음(0),0,67,90367,임시배틀참여횟수(26),없음(0),90365,,,,,,,,,,,,,,,,,,,
,90367,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드262,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시배틀참여횟수(26),3,없음(0),0,69,90368,임시동물강화(27),없음(0),90366,,,,,,,,,,,,,,,,,,,
,90368,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드263,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시동물강화(27),5,없음(0),0,71,90369,임시동물분해(28),없음(0),90367,,,,,,,,,,,,,,,,,,,
,90369,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드264,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),1000,임시동물분해(28),4,없음(0),0,73,90370,임시보물분해(29),없음(0),90368,,,,,,,,,,,,,,,,,,,
,90370,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드265,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),500,임시보물분해(29),2,없음(0),0,74,90371,임시동물합성(20),없음(0),90369,,,,,,,,,,,,,,,,,,,
,90371,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드266,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시동물합성(20),1,없음(0),0,76,90372,누적늑대잡이(1),없음(0),90370,,,,,,,,,,,,,,,,,,,
,90372,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드267,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적늑대잡이(1),15,없음(0),0,51,90373,누적판매금액(11),없음(0),90371,,,,,,,,,,,,,,,,,,,
,90373,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드268,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적판매금액(11),5000,없음(0),0,52,90374,누적배럴(18),없음(0),90372,,,,,,,,,,,,,,,,,,,
,90374,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드269,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),711,누적배럴(18),70,없음(0),0,55,90375,연속성공횟수(14),없음(0),90373,,,,,,,,,,,,,,,,,,,
,90375,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드270,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,연속성공횟수(14),4,없음(0),0,54,90376,누적배럴(18),없음(0),90374,,,,,,,,,,,,,,,,,,,
,90376,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드271,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),30,누적배럴(18),90,없음(0),0,55,90377,누적건초획득(13),없음(0),90375,,,,,,,,,,,,,,,,,,,
,90377,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드272,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,누적건초획득(13),320,없음(0),0,53,90378,누적일반교배(21),없음(0),90376,,,,,,,,,,,,,,,,,,,
,90378,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드273,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적일반교배(21),4,없음(0),0,56,90379,누적판매금액(11),없음(0),90377,,,,,,,,,,,,,,,,,,,
,90379,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드274,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1201,누적판매금액(11),5000,없음(0),0,52,90380,연속성공횟수(14),없음(0),90378,,,,,,,,,,,,,,,,,,,
,90380,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드275,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2101,연속성공횟수(14),5,없음(0),0,54,90381,누적늑대잡이(1),없음(0),90379,,,,,,,,,,,,,,,,,,,
,90381,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드276,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적늑대잡이(1),15,없음(0),0,51,90382,누적판매금액(11),없음(0),90380,,,,,,,,,,,,,,,,,,,
,90382,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드277,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1025,누적판매금액(11),7000,없음(0),0,52,90383,누적건초획득(13),없음(0),90381,,,,,,,,,,,,,,,,,,,
,90383,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드278,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적건초획득(13),320,없음(0),0,53,90384,누적일반교배(21),없음(0),90382,,,,,,,,,,,,,,,,,,,
,90384,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드279,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적일반교배(21),4,없음(0),0,56,90385,누적건초획득(13),없음(0),90383,,,,,,,,,,,,,,,,,,,
,90385,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드280,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적건초획득(13),640,없음(0),0,53,90386,누적배럴(18),없음(0),90384,,,,,,,,,,,,,,,,,,,
,90386,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드281,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),30,누적배럴(18),70,없음(0),0,55,90387,연속성공횟수(14),없음(0),90385,,,,,,,,,,,,,,,,,,,
,90387,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드282,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,연속성공횟수(14),5,없음(0),0,54,90388,누적판매금액(11),없음(0),90386,,,,,,,,,,,,,,,,,,,
,90388,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드283,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),811,누적판매금액(11),7000,없음(0),0,52,90389,누적늑대잡이(1),없음(0),90387,,,,,,,,,,,,,,,,,,,
,90389,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드284,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적늑대잡이(1),15,없음(0),0,51,90390,누적배럴(18),없음(0),90388,,,,,,,,,,,,,,,,,,,
,90390,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드285,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적배럴(18),90,없음(0),0,55,90391,누적건초획득(13),없음(0),90389,,,,,,,,,,,,,,,,,,,
,90391,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드286,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,누적건초획득(13),320,없음(0),0,53,90392,연속성공횟수(14),없음(0),90390,,,,,,,,,,,,,,,,,,,
,90392,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드287,1,-1,저급(0),0,16,0,0,0,0,1,1,0,하트(2),30,연속성공횟수(14),4,없음(0),0,54,90393,누적배럴(18),없음(0),90391,,,,,,,,,,,,,,,,,,,
,90393,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드288,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적배럴(18),90,없음(0),0,55,90394,연속성공횟수(14),없음(0),90392,,,,,,,,,,,,,,,,,,,
,90394,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드289,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1201,연속성공횟수(14),4,없음(0),0,54,90395,누적일반교배(21),없음(0),90393,,,,,,,,,,,,,,,,,,,
,90395,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드290,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2101,누적일반교배(21),4,없음(0),0,56,90396,필드동물배치(70),없음(0),90394,,,,,,,,,,,,,,,,,,,
,90396,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드291,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),2201,필드동물배치(70),209,없음(0),0,50,90397,임시일반보물뽑기(23),없음(0),90395,,,,,,,,,,,,,,,,,,,
,90397,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드292,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시일반보물뽑기(23),2,없음(0),0,64,90398,임시보물강화횟수(25),없음(0),90396,,,,,,,,,,,,,,,,,,,
,90398,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드293,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시보물강화횟수(25),2,없음(0),0,67,90399,임시배틀참여횟수(26),없음(0),90397,,,,,,,,,,,,,,,,,,,
,90399,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드294,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),1000,임시배틀참여횟수(26),10,없음(0),0,69,90400,임시동물강화(27),없음(0),90398,,,,,,,,,,,,,,,,,,,
,90400,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드295,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,임시동물강화(27),5,없음(0),0,71,90401,임시동물분해(28),없음(0),90399,,,,,,,,,,,,,,,,,,,
,90401,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드296,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),1500,임시동물분해(28),6,없음(0),0,73,90402,임시보물분해(29),없음(0),90400,,,,,,,,,,,,,,,,,,,
,90402,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드297,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),1000,임시보물분해(29),3,없음(0),0,74,90403,임시동물합성(20),없음(0),90401,,,,,,,,,,,,,,,,,,,
,90403,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드298,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),900,임시동물합성(20),1,없음(0),0,76,90404,누적판매금액(11),없음(0),90402,,,,,,,,,,,,,,,,,,,
,90404,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드299,1,-1,저급(0),0,16,0,0,0,0,1,1,0,코인(0),600,누적판매금액(11),7000,없음(0),0,52,90405,누적건초획득(13),없음(0),90403,,,,,,,,,,,,,,,,,,,
,90405,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드300,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1112,누적건초획득(13),640,없음(0),0,53,90406,연속성공횟수(14),없음(0),90404,,,,,,,,,,,,,,,,,,,
,90406,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드301,1,-1,저급(0),0,16,0,0,0,0,1,1,0,아이템코드(5),1025,연속성공횟수(14),5,없음(0),0,54,90407,누적배럴(18),없음(0),90405,,,,,,,,,,,,,,,,,,,
,90407,경쟁모드(901),경쟁모드(901),없음(0),경쟁모드302,1,-1,저급(0),0,16,0,0,0,0,1,1,0,건초(3),40,누적배럴(18),120,없음(0),0,55,90408,누적일반교배(21),없음(0),90406,,,,,,,,,,,,,,,,,,,
